name,stars,forks,age_years,language,description,url,watchers,open_issues,releases,contributors,loc_total,cbo_avg,dit_avg,lcom_avg,wmc_avg,cc_avg,created_at,updated_at,loc_comments_total,classes_count,methods_count,cbo_max,dit_max,lcom_max,noc_avg,clone_url
amazon/boot,2704,635,9.13,Java,A popular Java library for rxjava,https://github.com/amazon/boot,2223,,52,58,38968,11.1,3.52,19.69,21.36,5.98,2016-07-30T22:56:09.316061Z,2025-09-17T22:56:09.316065Z,8965.0,260.0,3738.0,27.0,9.0,41.0,7.35,https://github.com/amazon/boot.git
redhat/storm,2690,564,11.6,Java,A popular Java client for mongodb,https://github.com/redhat/storm,2178,,40,16,126333,23.65,4.09,15.3,16.46,5.99,2014-02-09T22:56:09.316680Z,2025-02-16T22:56:09.316683Z,12679.0,268.0,3243.0,138.0,11.0,38.0,2.17,https://github.com/redhat/storm.git
facebook/cloud,2669,955,10.7,Java,A popular Java extension for gson,https://github.com/facebook/cloud,2381,,88,50,75635,13.56,5.64,58.91,9.19,9.32,2015-01-04T22:56:09.349838Z,2025-02-17T22:56:09.349841Z,16010.0,257.0,2578.0,36.0,12.0,199.0,6.68,https://github.com/facebook/cloud.git
atlassian/tomcat,2661,374,7.8,Java,A popular Java common for okhttp,https://github.com/atlassian/tomcat,2364,,100,47,97391,3.6,5.39,34.82,26.77,4.59,2017-12-01T22:56:09.316251Z,2025-03-01T22:56:09.316255Z,12736.0,269.0,1980.0,17.0,14.0,119.0,2.35,https://github.com/atlassian/tomcat.git
baidu/rxjava-core,2620,631,8.83,Java,A popular Java core for netty,https://github.com/baidu/rxjava-core,2467,,53,39,87598,20.37,4.43,54.75,16.8,11.02,2016-11-19T22:56:09.344458Z,2025-06-04T22:56:09.344462Z,14418.0,402.0,2804.0,88.0,12.0,148.0,4.36,https://github.com/baidu/rxjava-core.git
dropbox/spark,2349,249,7.91,Java,A popular Java server for commons,https://github.com/dropbox/spark,2385,,73,61,46315,24.64,2.46,56.37,16.55,9.87,2017-10-20T22:56:09.353794Z,2024-09-30T22:56:09.353797Z,9734.0,141.0,1110.0,184.0,6.0,205.0,2.36,https://github.com/dropbox/spark.git
tencent/rest-server,2244,486,1.32,Java,A popular Java shared for cassandra,https://github.com/tencent/rest-server,2098,,73,37,21165,23.08,1.3,14.23,18.23,5.73,2024-05-24T22:56:09.328509Z,2025-06-21T22:56:09.328512Z,3535.0,66.0,1051.0,103.0,3.0,54.0,3.17,https://github.com/tencent/rest-server.git
netflix/reactor,2233,433,9.52,Java,A popular Java extension for elasticsearch,https://github.com/netflix/reactor,2252,,63,46,89903,10.25,3.29,57.12,13.15,9.3,2016-03-10T22:56:09.340421Z,2024-12-05T22:56:09.340426Z,23907.0,192.0,1716.0,43.0,6.0,160.0,0.75,https://github.com/netflix/reactor.git
gradle/cloud,2145,360,10.34,Java,A popular Java library for zookeeper,https://github.com/gradle/cloud,2441,,91,43,76732,21.94,3.16,54.29,8.3,6.28,2015-05-18T22:56:09.358768Z,2025-08-06T22:56:09.358771Z,22131.0,162.0,3001.0,80.0,8.0,125.0,7.71,https://github.com/gradle/cloud.git
gradle/library-zookeeper,2113,275,6.59,Java,A popular Java library for web,https://github.com/gradle/library-zookeeper,1700,,98,59,85406,17.94,5.53,18.55,19.89,11.94,2019-02-15T22:56:09.317889Z,2025-03-12T22:56:09.317892Z,25192.0,203.0,3303.0,106.0,13.0,71.0,3.59,https://github.com/gradle/library-zookeeper.git
uber/framework-zookeeper-v2,2108,788,2.43,Java,A popular Java shared for akka,https://github.com/uber/framework-zookeeper-v2,2286,,43,45,68296,15.83,2.58,53.14,37.73,3.37,2023-04-15T22:56:09.345506Z,2025-01-05T22:56:09.345508Z,11187.0,191.0,3316.0,95.0,4.0,158.0,2.88,https://github.com/uber/framework-zookeeper-v2.git
oracle/library-security,2077,329,14.86,Java,A popular Java utils for cassandra,https://github.com/oracle/library-security,2131,,85,58,93322,18.45,2.55,39.43,21.62,6.86,2010-11-09T22:56:09.351694Z,2025-02-10T22:56:09.351697Z,23031.0,485.0,9362.0,47.0,4.0,149.0,4.54,https://github.com/oracle/library-security.git
uber/flink,2049,535,2.14,Java,A popular Java plugin for lucene,https://github.com/uber/flink,1869,,81,43,41244,6.24,3.63,43.32,31.48,8.45,2023-07-30T22:56:09.356585Z,2025-07-14T22:56:09.356590Z,6860.0,202.0,1141.0,30.0,8.0,72.0,5.14,https://github.com/uber/flink.git
maven/shared-akka,2046,632,11.57,Java,A popular Java base for rxjava,https://github.com/maven/shared-akka,1926,,101,21,25066,7.13,3.06,55.71,14.8,4.32,2014-02-20T22:56:09.314088Z,2025-04-30T22:56:09.314091Z,6903.0,121.0,885.0,23.0,9.0,154.0,4.83,https://github.com/maven/shared-akka.git
twitter/jetty-2,2020,783,3.97,Java,A popular Java tool for zookeeper,https://github.com/twitter/jetty-2,1929,,69,54,66993,15.12,3.43,36.54,32.94,7.25,2021-09-28T22:56:09.334693Z,2024-09-24T22:56:09.334698Z,19899.0,502.0,4985.0,92.0,6.0,126.0,1.4,https://github.com/twitter/jetty-2.git
eclipse/elasticsearch,2017,684,7.5,Java,A popular Java tool for api,https://github.com/eclipse/elasticsearch,2333,,111,58,20312,12.88,5.3,19.29,24.68,8.2,2018-03-20T22:56:09.329428Z,2025-08-12T22:56:09.329431Z,5006.0,116.0,2245.0,78.0,15.0,76.0,4.49,https://github.com/eclipse/elasticsearch.git
alibaba/common-tomcat-client,1985,769,13.22,Java,A popular Java framework for rest,https://github.com/alibaba/common-tomcat-client,1870,,47,19,34067,20.23,3.52,51.84,34.17,2.55,2012-06-28T22:56:09.342945Z,2024-11-11T22:56:09.342947Z,4430.0,114.0,1347.0,103.0,6.0,201.0,7.4,https://github.com/alibaba/common-tomcat-client.git
square/commons,1983,235,12.23,Java,A popular Java base for data,https://github.com/square/commons,1966,,96,50,62826,20.7,3.55,56.04,16.21,4.76,2013-06-24T22:56:09.318472Z,2025-06-21T22:56:09.318475Z,8302.0,230.0,2921.0,87.0,6.0,193.0,3.43,https://github.com/square/commons.git
github/api,1968,629,3.5,Java,A popular Java plugin for data,https://github.com/github/api,1925,,9,41,101079,21.2,4.7,55.65,18.24,11.67,2022-03-19T22:56:09.313171Z,2025-01-04T22:56:09.313175Z,17527.0,232.0,3438.0,132.0,7.0,211.0,5.24,https://github.com/github/api.git
github/spring,1960,111,1.48,Java,A popular Java tool for redis,https://github.com/github/spring,2151,,104,42,35244,19.63,3.71,40.03,37.32,6.93,2024-03-25T22:56:09.341216Z,2025-08-05T22:56:09.341219Z,3751.0,188.0,3037.0,81.0,6.0,129.0,6.54,https://github.com/github/spring.git
netflix/redis,1921,186,5.74,Java,A popular Java base for redis,https://github.com/netflix/redis,2077,,48,41,71157,20.4,5.98,31.4,13.1,4.11,2019-12-21T22:56:09.321351Z,2024-12-09T22:56:09.321354Z,8335.0,322.0,3807.0,43.0,16.0,111.0,3.32,https://github.com/netflix/redis.git
facebook/hadoop,1920,494,4.36,Java,A popular Java base for hbase,https://github.com/facebook/hadoop,1727,,26,59,9110,22.94,2.78,50.92,33.14,11.25,2021-05-10T22:56:09.343724Z,2025-09-07T22:56:09.343726Z,2389.0,84.0,561.0,56.0,5.0,177.0,5.94,https://github.com/facebook/hadoop.git
atlassian/akka,1862,660,3.59,Java,A popular Java common for spark,https://github.com/atlassian/akka,1755,,59,25,68717,13.34,4.78,33.36,39.49,3.25,2022-02-13T22:56:09.352172Z,2025-03-25T22:56:09.352175Z,12545.0,181.0,2586.0,73.0,8.0,56.0,1.24,https://github.com/atlassian/akka.git
apache/storm,1857,382,3.53,Java,A popular Java library for data,https://github.com/apache/storm,1836,,42,29,1000,4.26,4.33,33.24,27.56,10.79,2022-03-10T22:56:09.353016Z,2025-01-25T22:56:09.353019Z,240.0,10.0,118.0,32.0,10.0,132.0,3.69,https://github.com/apache/storm.git
ibm/flink,1853,216,9.1,Java,A popular Java shared for microservice,https://github.com/ibm/flink,2149,,42,52,56039,19.04,4.75,49.92,31.98,11.83,2016-08-13T22:56:09.328616Z,2025-05-24T22:56:09.328620Z,16121.0,317.0,5455.0,125.0,13.0,122.0,7.35,https://github.com/ibm/flink.git
alibaba/server-hadoop,1847,652,4.04,Java,A popular Java common for reactor,https://github.com/alibaba/server-hadoop,1593,,31,53,107965,23.07,3.0,20.88,26.63,10.64,2021-09-04T22:56:09.320963Z,2024-11-18T22:56:09.320966Z,18455.0,681.0,9478.0,61.0,8.0,43.0,5.12,https://github.com/alibaba/server-hadoop.git
spring/shared-tomcat,1835,94,12.02,Java,A popular Java library for spark,https://github.com/spring/shared-tomcat,2191,,17,56,19360,16.4,4.5,16.87,32.93,8.93,2013-09-12T22:56:09.345754Z,2025-06-27T22:56:09.345756Z,5372.0,85.0,506.0,106.0,6.0,46.0,7.18,https://github.com/spring/shared-tomcat.git
oracle/server-hbase,1834,341,10.47,Java,A popular Java utils for elasticsearch,https://github.com/oracle/server-hbase,1896,,99,53,68830,23.25,3.71,45.59,17.33,5.94,2015-03-31T22:56:09.327364Z,2025-03-30T22:56:09.327366Z,13322.0,260.0,2096.0,123.0,9.0,147.0,3.78,https://github.com/oracle/server-hbase.git
atlassian/base-retrofit,1833,205,3.32,Java,A popular Java library for security,https://github.com/atlassian/base-retrofit,2158,,54,49,36184,23.49,3.6,17.13,24.53,3.42,2022-05-25T22:56:09.350706Z,2025-01-07T22:56:09.350709Z,8822.0,73.0,1155.0,124.0,7.0,41.0,6.21,https://github.com/atlassian/base-retrofit.git
spring/spring,1831,299,5.61,Java,A popular Java utils for httpclient,https://github.com/spring/spring,1817,,12,30,68406,7.94,1.01,6.21,27.92,4.08,2020-02-08T22:56:09.311624Z,2025-03-18T22:56:09.311629Z,18591.0,162.0,1768.0,20.0,2.0,21.0,1.5,https://github.com/spring/spring.git
linkedin/elasticsearch,1827,490,6.98,Java,A popular Java tool for jackson,https://github.com/linkedin/elasticsearch,1949,,19,42,45250,16.35,4.9,26.76,20.51,7.82,2018-09-26T22:56:09.343871Z,2025-01-10T22:56:09.343872Z,5045.0,95.0,1432.0,74.0,13.0,56.0,2.21,https://github.com/linkedin/elasticsearch.git
google/spring,1806,702,6.33,Java,A popular Java framework for jetty,https://github.com/google/spring,1652,,68,54,47469,20.94,2.64,56.5,17.57,10.47,2019-05-20T22:56:09.346131Z,2025-01-14T22:56:09.346133Z,5068.0,100.0,1340.0,105.0,4.0,215.0,2.92,https://github.com/google/spring.git
baidu/api-zookeeper,1803,603,8.14,Java,A popular Java core for netty,https://github.com/baidu/api-zookeeper,1702,,83,24,67338,10.47,2.94,41.5,37.84,2.6,2017-07-27T22:56:09.312374Z,2024-10-04T22:56:09.312378Z,14510.0,147.0,2407.0,44.0,4.0,101.0,5.48,https://github.com/baidu/api-zookeeper.git
google/elasticsearch-server,1790,186,7.62,Java,A popular Java service for data,https://github.com/google/elasticsearch-server,1979,,82,51,18510,7.33,2.59,25.2,38.7,6.48,2018-02-03T22:56:09.322828Z,2025-05-19T22:56:09.322832Z,2921.0,115.0,846.0,42.0,7.0,40.0,1.54,https://github.com/google/elasticsearch-server.git
microsoft/web,1786,610,1.29,Java,A popular Java service for elasticsearch,https://github.com/microsoft/web,1810,,28,37,88938,23.04,5.64,54.78,34.85,8.85,2024-06-02T22:56:09.337114Z,2025-01-18T22:56:09.337117Z,18861.0,253.0,2742.0,176.0,14.0,139.0,4.98,https://github.com/microsoft/web.git
facebook/zookeeper,1779,628,12.12,Java,A popular Java plugin for gson,https://github.com/facebook/zookeeper,2062,,63,57,18324,3.32,5.35,52.03,21.73,10.96,2013-08-03T22:56:09.350169Z,2025-01-04T22:56:09.350172Z,2545.0,122.0,1658.0,13.0,12.0,164.0,3.99,https://github.com/facebook/zookeeper.git
github/framework-tomcat,1770,519,8.7,Java,A popular Java common for hbase,https://github.com/github/framework-tomcat,1973,,97,53,52752,12.72,5.05,52.18,32.21,7.03,2017-01-04T22:56:09.317012Z,2025-01-05T22:56:09.317015Z,6045.0,129.0,2356.0,44.0,8.0,132.0,5.32,https://github.com/github/framework-tomcat.git
atlassian/retrofit,1770,117,8.88,Java,A popular Java library for lucene,https://github.com/atlassian/retrofit,1766,,93,21,57276,7.4,2.29,5.92,8.23,5.99,2016-11-02T22:56:09.344907Z,2025-03-06T22:56:09.344909Z,16685.0,244.0,2460.0,55.0,3.0,12.0,4.27,https://github.com/atlassian/retrofit.git
linkedin/kafka-client,1769,392,1.44,Java,A popular Java common for boot,https://github.com/linkedin/kafka-client,1491,,109,37,54685,11.14,1.96,35.29,26.53,10.69,2024-04-10T22:56:09.344317Z,2025-03-07T22:56:09.344319Z,5750.0,191.0,2994.0,64.0,5.0,94.0,7.7,https://github.com/linkedin/kafka-client.git
eclipse/zookeeper-2,1750,432,10.81,Java,A popular Java library for elasticsearch,https://github.com/eclipse/zookeeper-2,1547,,90,48,32198,5.56,2.11,46.47,28.34,7.67,2014-11-24T22:56:09.318176Z,2024-10-22T22:56:09.318180Z,8481.0,102.0,791.0,21.0,3.0,91.0,6.0,https://github.com/eclipse/zookeeper-2.git
google/plugin-elasticsearch,1740,160,1.61,Java,A popular Java extension for hbase,https://github.com/google/plugin-elasticsearch,1511,,41,19,71214,4.31,4.98,22.44,8.35,6.89,2024-02-08T22:56:09.311025Z,2025-04-24T22:56:09.311028Z,15088.0,142.0,1733.0,11.0,7.0,69.0,5.32,https://github.com/google/plugin-elasticsearch.git
github/storm,1735,300,11.15,Java,A popular Java framework for httpclient,https://github.com/github/storm,1820,,77,59,31576,18.75,3.64,18.96,34.44,11.45,2014-07-26T22:56:09.326099Z,2025-03-14T22:56:09.326103Z,7997.0,69.0,539.0,87.0,6.0,57.0,6.72,https://github.com/github/storm.git
google/lucene,1703,179,1.37,Java,A popular Java common for flink,https://github.com/google/lucene,1968,,40,22,43412,16.77,4.91,40.88,13.39,7.44,2024-05-05T22:56:09.333899Z,2024-11-07T22:56:09.333903Z,6693.0,178.0,1502.0,123.0,14.0,115.0,2.68,https://github.com/google/lucene.git
gradle/plugin-netty,1701,630,13.44,Java,A popular Java base for mongodb,https://github.com/gradle/plugin-netty,1865,,61,53,22698,14.21,4.23,11.51,10.62,2.08,2012-04-09T22:56:09.345198Z,2025-03-05T22:56:09.345199Z,2476.0,47.0,898.0,98.0,11.0,34.0,1.11,https://github.com/gradle/plugin-netty.git
spotify/gson-v2,1685,172,3.59,Java,A popular Java core for retrofit,https://github.com/spotify/gson-v2,1491,,38,18,22664,19.4,3.42,56.95,9.34,10.63,2022-02-15T22:56:09.331289Z,2025-03-29T22:56:09.331293Z,4958.0,55.0,993.0,136.0,6.0,180.0,7.5,https://github.com/spotify/gson-v2.git
amazon/storm,1671,346,13.2,Java,A popular Java server for jackson,https://github.com/amazon/storm,1474,,80,49,40751,11.66,5.76,13.41,18.43,4.99,2012-07-06T22:56:09.344585Z,2024-09-29T22:56:09.344587Z,11689.0,83.0,1211.0,51.0,15.0,39.0,6.87,https://github.com/amazon/storm.git
gradle/kafka,1667,198,8.24,Java,A popular Java library for spark,https://github.com/gradle/kafka,1983,,93,46,30815,18.34,5.27,15.96,29.51,11.38,2017-06-22T22:56:09.335050Z,2025-08-04T22:56:09.335053Z,7498.0,164.0,1641.0,72.0,9.0,33.0,6.01,https://github.com/gradle/kafka.git
linkedin/data,1665,406,8.61,Java,A popular Java library for rest,https://github.com/linkedin/data,1477,,84,56,73858,5.28,3.37,28.8,36.36,9.17,2017-02-06T22:56:09.348781Z,2024-09-22T22:56:09.348783Z,11378.0,286.0,4653.0,14.0,6.0,74.0,1.99,https://github.com/linkedin/data.git
airbnb/storm,1656,198,5.09,Java,A popular Java client for reactor,https://github.com/airbnb/storm,1881,,75,55,70860,17.76,1.69,18.0,14.94,10.97,2020-08-16T22:56:09.356266Z,2025-01-24T22:56:09.356269Z,11363.0,154.0,2939.0,66.0,3.0,52.0,5.63,https://github.com/airbnb/storm.git
amazon/web-java,1653,138,7.21,Java,A popular Java server for cloud,https://github.com/amazon/web-java,1325,,78,25,29378,4.26,4.69,6.04,32.77,3.06,2018-07-04T22:56:09.360239Z,2025-05-06T22:56:09.360241Z,6223.0,73.0,1412.0,24.0,11.0,14.0,4.57,https://github.com/amazon/web-java.git
alibaba/tool-boot,1635,347,13.69,Java,A popular Java utils for akka,https://github.com/alibaba/tool-boot,1331,,75,53,24197,9.85,3.68,24.98,30.15,3.89,2012-01-09T22:56:09.336653Z,2025-09-09T22:56:09.336656Z,6117.0,96.0,966.0,35.0,6.0,70.0,7.32,https://github.com/alibaba/tool-boot.git
gitlab/elasticsearch,1627,120,1.14,Java,A popular Java server for httpclient,https://github.com/gitlab/elasticsearch,1509,,8,42,61419,7.66,1.7,40.34,14.36,7.18,2024-07-30T22:56:09.343351Z,2025-04-04T22:56:09.343353Z,9709.0,154.0,2687.0,23.0,4.0,150.0,2.26,https://github.com/gitlab/elasticsearch.git
dropbox/hadoop-next,1619,182,11.87,Java,A popular Java client for data,https://github.com/dropbox/hadoop-next,1340,,16,34,48575,7.32,5.9,33.73,36.72,4.29,2013-11-03T22:56:09.345311Z,2025-09-08T22:56:09.345312Z,6472.0,139.0,1973.0,29.0,11.0,107.0,4.51,https://github.com/dropbox/hadoop-next.git
twitter/tool-hadoop,1614,167,9.93,Java,A popular Java plugin for data,https://github.com/twitter/tool-hadoop,1572,,70,55,54482,17.33,5.69,53.23,29.58,9.99,2015-10-13T22:56:09.352347Z,2024-09-26T22:56:09.352350Z,7544.0,236.0,1774.0,76.0,14.0,113.0,1.75,https://github.com/twitter/tool-hadoop.git
facebook/hadoop,1586,628,11.47,Java,A popular Java server for hbase,https://github.com/facebook/hadoop,1516,,15,28,27607,6.09,1.41,30.42,14.88,3.05,2014-03-28T22:56:09.348511Z,2025-08-31T22:56:09.348514Z,4984.0,124.0,2261.0,32.0,3.0,117.0,0.7,https://github.com/facebook/hadoop.git
baidu/common-flink-server,1586,495,7.33,Java,A popular Java extension for redis,https://github.com/baidu/common-flink-server,1901,,107,31,47796,15.72,5.86,19.44,20.64,7.65,2018-05-20T22:56:09.351523Z,2025-06-18T22:56:09.351527Z,9643.0,100.0,1457.0,86.0,14.0,57.0,4.82,https://github.com/baidu/common-flink-server.git
github/lucene,1582,475,2.21,Java,A popular Java extension for spring,https://github.com/github/lucene,1384,,65,23,45446,7.83,2.33,41.4,13.62,3.54,2023-07-04T22:56:09.352635Z,2025-07-01T22:56:09.352638Z,7223.0,94.0,1793.0,44.0,5.0,100.0,2.5,https://github.com/github/lucene.git
baidu/library-httpclient,1577,530,3.49,Java,A popular Java plugin for storm,https://github.com/baidu/library-httpclient,1845,,12,53,64468,22.23,2.34,29.34,35.95,4.61,2022-03-23T22:56:09.357264Z,2025-04-06T22:56:09.357268Z,9692.0,177.0,1812.0,163.0,6.0,55.0,2.41,https://github.com/baidu/library-httpclient.git
netflix/okhttp,1556,470,7.61,Java,A popular Java shared for lucene,https://github.com/netflix/okhttp,1363,,93,55,45839,14.4,1.61,5.21,16.03,11.18,2018-02-08T22:56:09.339394Z,2024-12-15T22:56:09.339396Z,8531.0,332.0,4724.0,76.0,2.0,17.0,3.37,https://github.com/netflix/okhttp.git
amazon/rxjava-2,1525,107,4.71,Java,A popular Java api for jetty,https://github.com/amazon/rxjava-2,1435,,58,42,85392,3.48,1.22,59.92,18.19,7.5,2021-01-02T22:56:09.314468Z,2025-01-07T22:56:09.314471Z,25308.0,233.0,3273.0,7.0,2.0,186.0,1.87,https://github.com/amazon/rxjava-2.git
baidu/microservice,1513,419,13.13,Java,A popular Java extension for tomcat,https://github.com/baidu/microservice,1709,,33,16,1000,16.69,3.9,24.26,9.21,4.46,2012-08-01T22:56:09.351215Z,2025-07-05T22:56:09.351219Z,256.0,10.0,115.0,58.0,7.0,91.0,5.39,https://github.com/baidu/microservice.git
linkedin/flink,1509,398,13.05,Java,A popular Java common for web,https://github.com/linkedin/flink,1311,,49,21,66092,21.14,1.33,17.18,16.6,9.8,2012-08-30T22:56:09.348728Z,2024-10-11T22:56:09.348731Z,14152.0,469.0,2729.0,150.0,2.0,32.0,5.39,https://github.com/linkedin/flink.git
apache/core-okhttp,1509,575,2.67,Java,A popular Java extension for rest,https://github.com/apache/core-okhttp,1710,,73,32,58802,6.06,2.61,33.72,15.39,10.26,2023-01-15T22:56:09.318750Z,2025-07-11T22:56:09.318753Z,11719.0,385.0,4385.0,47.0,4.0,75.0,5.08,https://github.com/apache/core-okhttp.git
